id,character,name,cloth,version,group,rank,god,artistSaint,artistCloth,image,historySaint,historyCloth,curiosities
473,416,416,128,,odin-chamber-7,,495,5,5,/cloth-schemes/odin-god-warriors/eikthyrnir-surt.png,14,0,
474,417,417,227,,odin-ursa-major-star-7,,495,33,32,/cloth-schemes/odin-god-warriors/mizar-syd.jpg,12,12,
475,418,418,40,,hades-celestial-star-16,13,168,1,1,/cloth-schemes/hades-specters/basilisk-sylphid.jpg,1,1,
476,419,419,130,,typhon-gigas-8,,444,27,27,/cloth-schemes/typhon-gigas/amber-beast-tail.jpg,8,0,
477,27,27,284,,athena-saints-66,,28,18,18,/cloth-schemes/athena-saints/pisces-aphrodite-time-odyssey.jpg,38,38,
478,421,421,231,v1,pallas-weapon-thirdclass-6,34,323,31,8,/cloth-schemes/pallas-pallasites/morgenstern-star-crusher-tarvos-1.png,16,0,
479,423,423,336,,athena-saints-78,7,582,5,5,/cloth-schemes/athena-saints/taurus-teneo.png,6,0,
480,424,424,261,v5,athena-saints-62,5,582,3,3,/cloth-schemes/athena-saints/pegasus-tenma-5.jpg,6,6,
481,424,424,261,,athena-saints-62,9,582,,,/cloth-schemes/athena-saints/pegasus-tenma-god.jpg,6,0,
482,,,,,hades-terrestrial-star-68,14,168,,,/cloth-schemes/hades-specters/star-forward-next-dimension.jpg,4,0,
483,426,426,319,,cronus-titans-10,,84,5,25,/cloth-schemes/cronus-titans/ocean-tethys.jpg,8,8,
484,427,427,339,,hades-brother-gods,9,168,1,1,/cloth-schemes/hades-specters/thanatos.jpg,1,1,
485,428,428,162,,pallas-weapon-thirdclass-5,34,323,31,8,/cloth-schemes/pallas-pallasites/hammer-demon-impact-thebe.png,16,0,
486,429,429,177,,cronus-titans-4,,84,5,25,/cloth-schemes/cronus-titans/illumination-theia.jpg,8,8,
487,430,430,109,,cronus-titans-6,,84,5,25,/cloth-schemes/cronus-titans/divine-justice-themis.jpg,8,8,
488,431,431,202,,apollo-angels,,28,17,26,/cloth-schemes/apollo-angels/theseus.jpg,25,0,
489,432,432,224,,poseidon-mariners,,494,1,1,/cloth-schemes/poseidon-mariners/mermaid-thetis.jpg,1,1,
490,433,433,276,,odin-ursa-major-star-6,,495,33,32,/cloth-schemes/odin-god-warriors/phecda-thor.jpg,12,12,
491,434,434,328,,pallas-weapon-firstclass-1,32,323,5,5,/cloth-schemes/pallas-pallasites/genesis-titan.png,16,0,
492,435,435,342,,typhon-brothers-2,,444,5,6,/cloth-schemes/typhon-gigas/thunderclap-toas.jpg,27,0,
493,436,436,477,,eris-soldiers,1,308,6,6,/cloth-schemes/eris-dryads/soldier-toki.jpg,5,0,
494,437,437,18,,athena-saints-4,9,582,5,5,/cloth-schemes/athena-saints/aquarius-tokisada.png,16,16,
495,437,437,101,,pallas-unknown-secondclass,33,323,31,8,/cloth-schemes/pallas-pallasites/deathwatch-tokisada.png,16,0,
496,437,437,168,,athena-saints-41,6,582,6,6,/cloth-schemes/athena-saints/horologium-tokisada.jpg,16,0,
497,438,438,163,,hades-celestial-star-36,13,168,3,3,/cloth-schemes/hades-specters/hanuman-tokusa.jpg,7,7,
498,439,439,202,,apollo-angels,,28,17,26,/cloth-schemes/apollo-angels/angel-toma-icarus.jpg,25,0,
499,439,515,202,,apollo-angels,,28,1,1,/cloth-schemes/apollo-angels/angel-toma.jpg,4,4,
500,440,440,6,,athena-gods,9,582,,,/cloth-schemes/athena-saints/athena-tomoe.png,10,0,
501,441,441,129,,garnet-jewels,,149,6,6,/cloth-schemes/garnet-jewels/electricity-tourmasline.jpg,7,0,
502,442,442,16,,arthur-gladiators,,488,7,7,/cloth-schemes/arthur-gladiators/aparajita-trivikramasena.jpg,10,0,
503,443,443,355,,athena-saints-85,6,582,5,5,/cloth-schemes/athena-saints/vela-tsubaki.jpg,6,0,
504,444,444,348,,typhon-gods,9,444,5,6,/cloth-schemes/typhon-gigas/typhon.jpg,27,0,
505,445,445,349,,odin-god-warriors,,495,5,5,/cloth-schemes/odin-god-warriors/ullr.png,22,0,
506,446,446,309,,poseidon-mariners-generals,18,494,5,5,/cloth-schemes/poseidon-mariners/sea-dragon-unity.jpg,6,0,
507,447,447,,,pontos-primordial-gods,9,342,,,/cloth-schemes/pontos-primordial/uranus.png,8,0,
508,448,448,425,,athena-saints-33,,582,6,6,/cloth-schemes/athena-saints/dorado-ushio.jpg,0,0,
509,449,449,164,,hades-celestial-star-35,13,168,1,1,/cloth-schemes/hades-specters/harpy-valentine.jpg,1,1,
510,450,450,353,,odin-blue-warrior-representative,31,495,6,6,/cloth-schemes/odin-blue-warriors/valkyrie.jpg,29,0,
511,451,451,156,,hades-celestial-star-10,13,168,1,1,,4,0,
512,452,452,238,,hades-celestial-star-24,13,168,3,3,/cloth-schemes/hades-specters/nasu-veronica.jpg,6,6,
513,453,453,44,,hades-celestial-star-13,13,168,3,3,/cloth-schemes/hades-specters/behemoth-violate.jpg,6,6,
514,455,566,362,,ares-mars-heavenly-kings,,33,5,5,/cloth-schemes/ares-martians/vulcanus.png,16,0,
515,456,456,,,hades-pluton-faceless,,168,,,/cloth-schemes/hades-faceless/wadatsumi-natassia.jpg,10,0,
516,457,457,338,,tezcatlipoca-gods,9,163,3,3,/cloth-schemes/tezcatlipoca-jaguars/tezcatlipoca-wesda.jpg,7,7,
517,458,458,41,,hades-terrestrial-star-97,14,168,3,3,/cloth-schemes/hades-specters/bat-wimber.jpg,6,6,
518,459,459,352,,athena-saints-84,5,582,4,4,/cloth-schemes/athena-saints/ursa-minor-xiaoling.png,5,5,
519,460,460,228,v2,athena-saints-55,5,582,3,3,/cloth-schemes/athena-saints/monoceros-yato-2.jpg,6,6,
520,462,462,74,v2,pallas-weapon-thirdclass-1,34,323,31,8,/cloth-schemes/pallas-pallasites/claw-max-brilliants-ymir.png,16,0,
521,463,463,222,,hades-celestial-star-1,13,168,3,3,/cloth-schemes/hades-specters/mephistopheles-yoma.jpg,6,6,
522,395,353,8,,athena-saints-1,5,582,38,,/cloth-schemes/athena-saints/andromeda-electra.jpg,44,0,
523,465,465,6,,athena-gods,9,582,,,/cloth-schemes/athena-saints/athena-yoshino-hino.png,10,0,
524,466,466,204,,athena-saints-50,5,582,15,15,/cloth-schemes/athena-saints/lupus-yoshitomi.jpg,16,0,
525,467,467,171,,eris-dryads,,308,6,6,/cloth-schemes/eris-dryads/famine-yufa.jpg,5,0,
526,468,468,314,,athena-saints-77,5,582,5,5,/cloth-schemes/athena-saints/sextans-yulij.jpg,27,29,
527,469,469,20,v1,athena-saints-5,5,582,5,31,/cloth-schemes/athena-saints/aquila-yuna-1.png,16,0,
528,469,469,20,v2,athena-saints-5,5,582,5,31,/cloth-schemes/athena-saints/aquila-yuna-2.png,16,16,
529,469,469,20,omega,athena-saints-5,9,582,31,5,/cloth-schemes/athena-saints/aquila-yuna-omega.png,16,16,
530,470,470,157,,athena-saints-39,6,582,3,3,/cloth-schemes/athena-saints/grus-yuzuriha.jpg,6,6,
531,471,471,305,,athena-saints-73,7,582,,,/cloth-schemes/athena-saints/scorpio-zaphiri.png,7,0,
532,472,472,141,,hades-terrestrial-star-44,14,168,1,1,/cloth-schemes/hades-specters/frog-zelos.jpg,1,1,
533,473,473,15,,typhon-gigas-6,,444,27,27,/cloth-schemes/typhon-gigas/anthrakma-zugylos.jpg,8,0,
534,238,238,133,,athena-saints-35,5,582,5,5,/cloth-schemes/athena-saints/equuleus-kyoko-anime.jpg,17,17,
535,476,89,65,,athena-saints-20,6,582,1,1,/cloth-schemes/athena-saints/cepheus-daedalus.jpg,1,1,
536,476,476,65,,athena-saints-20,6,582,5,26,/cloth-schemes/athena-saints/cepheus-albior.jpg,12,41,
537,479,479,98,,hades-terrestrial-star-48,14,168,14,14,/cloth-schemes/hades-specters/deadly-harlequin-kafka.jpg,19,0,1
538,,,398,,pallas-pallasite-soldiers,1,323,31,,/cloth-schemes/pallas-pallasites/pallasites-soldiers.png,16,0,
539,,,,,ra-legionaries,1,348,6,6,/cloth-schemes/ra-legionaries/legionaries.jpg,8,0,
540,,,322,,ares-mars-soldiers,1,33,11,11,/cloth-schemes/ares-martians/martian-soldiers.png,16,0,
541,,,,,artemis-satellites,1,38,5,8,/cloth-schemes/artemis-satellites/callisto-satellites.jpg,4,0,
542,,,,,artemis-satellites,1,38,5,8,/cloth-schemes/artemis-satellites/satellites-lascoumoune.jpg,4,0,
543,,,14,,ares-mars-soldiers,1,33,31,8,/cloth-schemes/ares-martians/ant-squad-soldier.jpg,16,0,
544,510,510,31,,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/atrium-matthew.jpg,29,29,
545,511,511,63,,athena-saints-18,6,582,6,6,/cloth-schemes/athena-saints/cassiopeia-shion.jpg,29,29,
546,,,79,,athena-saints-26,5,582,6,6,/cloth-schemes/athena-saints/corona-australis-saint.jpg,29,29,
547,523,,105,,athena-saints-32,,582,23,24,/cloth-schemes/athena-saints/dolphin-saint.jpg,12,0,
548,,,135,,athena-saints-36,5,582,20,6,/cloth-schemes/athena-saints/eridanus-saint.jpg,15,0,
549,512,512,139,,athena-saints-37,6,582,6,6,/cloth-schemes/athena-saints/fornax-brasa.jpg,29,29,
550,557,557,144,,hades-other-specters,,168,1,1,/cloth-schemes/hades-specters/gargoyle-surplice.jpg,4,4,
551,,,179,,athena-saints-44,5,582,6,6,/cloth-schemes/athena-saints/indus-saint.jpg,15,0,
552,554,554,181,,athena-unknown-saints,,582,32,24,/cloth-schemes/athena-saints/jellyfish-saint.jpg,12,0,
553,,,221,,athena-saints-53,6,582,6,6,/cloth-schemes/athena-saints/mensa-saint.jpg,29,29,
554,,,,,hades-terrestrial-star-84,14,168,6,6,/cloth-schemes/hades-specters/star-tranquil.jpg,19,0,
555,,,,,hades-terrestrial-star-50,,168,6,6,/cloth-schemes/hades-specters/star-strength.jpg,29,0,
556,,,244,,athena-chinese-saints-10,6,582,6,6,/cloth-schemes/athena-saints/nu-saint.jpg,29,29,
557,,,251,,athena-unknown-saints,5,582,6,6,/cloth-schemes/athena-saints/silver-oriolus-saint.jpg,29,29,
558,,,286,,athena-saints-67,5,582,6,6,/cloth-schemes/athena-saints/piscis-austrinus-saint.jpg,29,29,
559,239,239,290,,athena-saints-68,5,582,6,6,/cloth-schemes/athena-saints/puppis-lacaille-online.jpg,29,0,
560,368,368,292,,athena-saints-69,6,582,6,6,/cloth-schemes/athena-saints/pyxis-rusk-online.jpg,29,29,
561,553,553,311,,athena-unknown-saints,,582,24,17,/cloth-schemes/athena-saints/sea-serpent-saint.jpg,12,0,
562,,,313,,athena-saints-76,5,582,6,6,/cloth-schemes/athena-saints/serpens-saint.jpg,29,29,
563,,,347,,athena-saints-82,,582,6,6,/cloth-schemes/athena-saints/tucana-saint.jpg,15,0,
564,193,372,278,,athena-saints-64,5,582,38,,/cloth-schemes/athena-saints/phoenix-zenith.jpg,44,0,
565,185,568,90,,athena-saints-31,5,582,38,,/cloth-schemes/athena-saints/cygnus-titan.jpg,44,0,
566,311,311,148,,athena-saints-38,7,582,5,5,/cloth-schemes/athena-saints/gemini-integra.png,16,16,
567,267,267,24,,athena-saints-6,6,582,5,5,/cloth-schemes/athena-saints/ara-arles.jpg,12,19,
568,484,484,,,astraea-gods,9,484,5,5,/cloth-schemes/astraea-golden-tribe/astraea.jpg,28,0,
569,485,485,,,astraea-golden-tribe,,484,39,39,/cloth-schemes/astraea-golden-tribe/ex.jpg,28,0,
570,486,486,,,astraea-golden-tribe,,484,39,39,/cloth-schemes/astraea-golden-tribe/machina.jpg,28,0,
571,487,487,1,,hades-celestial-star-4,13,168,6,6,/cloth-schemes/hades-specters/acheron-nyan.png,4,0,
572,488,488,400,,arthur-gladiators-king,,488,,,/cloth-schemes/arthur-gladiators/excalibur-arthur-pendragon.png,10,0,
573,,,230,v1,hades-celestial-star-8,,168,6,6,/cloth-schemes/hades-specters/wyrm-1.jpg,29,0,
574,490,490,403,,eris-dryads,,308,6,6,/cloth-schemes/eris-dryads/oath-edward.jpg,5,0,
575,101,101,408,,eris-phantoms,9,308,6,6,/cloth-schemes/eris-dryads/terror-deimos.jpg,5,0,
576,336,336,407,,eris-phantoms,9,308,6,6,/cloth-schemes/eris-dryads/fear-phobos.jpg,5,0,
577,,,409,,athena-saints-15,5,582,,,/cloth-schemes/athena-saints/canis-minor-saint.jpg,29,29,
578,317,317,207,,athena-saints-52,9,582,16,16,/cloth-schemes/athena-saints/lyra-orphee-god.png,29,29,
579,,,20,,athena-saints-5,6,582,6,6,/cloth-schemes/athena-saints/aquila-saint.jpg,29,12,
580,,,24,beta,athena-saints-6,6,582,,,/cloth-schemes/athena-saints/ara-saint.png,29,29,
581,,,24,beta,athena-saints-6,6,582,,,/cloth-schemes/athena-saints/ara-saint-woman.jpg,29,29,
582,,,63,,athena-saints-18,5,582,20,35,/cloth-schemes/athena-saints/cassiopeia-saint.png,15,0,
583,,,65,,athena-saints-20,6,582,,,/cloth-schemes/athena-saints/cepheus-saint.jpg,29,1,
584,,,66,beta,athena-former-saints-13,6,582,,,/cloth-schemes/athena-saints/cerberus-saint.jpg,29,29,
585,,,66,beta,athena-former-saints-13,6,582,,,/cloth-schemes/athena-saints/cerberus-saint-woman.jpg,29,29,
586,,,66,v2,athena-former-saints-13,6,582,,,/cloth-schemes/athena-saints/cerberus-saint-woman-2.jpg,29,1,
587,503,,49,,athena-saints-9,6,582,20,35,/cloth-schemes/athena-saints/bootes-saint.png,15,0,
588,504,504,54,,athena-saints-11,6,582,20,35,/cloth-schemes/athena-saints/camelopardalis-saint.png,15,0,
589,,,70,,athena-saints-22,5,582,,,/cloth-schemes/athena-saints/chameleon-saint.jpg,29,29,
590,162,162,77,,athena-saints-24,5,582,6,6,/cloth-schemes/athena-saints/columba-gray-online.jpg,29,0,
591,272,272,78,,athena-saints-25,5,582,6,6,/cloth-schemes/athena-saints/coma-berenices-mei-online.jpg,29,0,
592,95,95,80,,athena-saints-27,5,582,6,6,/cloth-schemes/athena-saints/corona-borealis-dali-online.jpg,29,29,
593,,,80,,athena-saints-27,5,582,6,6,/cloth-schemes/athena-saints/corona-borealis-saint.jpg,15,0,
594,,,82,,athena-saints-28,6,582,,,/cloth-schemes/athena-saints/corvus-saint.jpg,29,29,
595,,,82,,athena-saints-28,6,582,,,/cloth-schemes/athena-saints/corvus-saint-woman.jpg,29,29,
596,390,320,111,,athena-saints-34,5,582,38,,/cloth-schemes/athena-saints/draco-omega.jpg,44,44,
597,,,83,,athena-saints-29,6,582,,,/cloth-schemes/athena-saints/crater-saint-man.jpg,29,29,
598,,,83,,athena-saints-29,6,582,,,/cloth-schemes/athena-saints/crater-saint-woman.jpg,29,29,
599,,,86,,athena-saints-30,6,582,,,/cloth-schemes/athena-saints/crux-saint.jpg,29,29,
600,,,86,,athena-saints-30,6,582,,,/cloth-schemes/athena-saints/crux-saint-woman.jpg,29,29,
601,519,,8,,athena-saints-1,4,582,6,6,/cloth-schemes/athena-saints/andromeda-black.jpg,1,1,
602,274,274,74,fusion,pallas-weapon-thirdclass-1,34,323,31,8,/cloth-schemes/pallas-pallasites/claw-max-brilliants-methone-fusion.png,16,0,
603,167,167,105,,athena-saints-32,5,582,6,6,/cloth-schemes/athena-saints/delphinus-guney-online.jpg,29,29,
604,,,105,,athena-saints-32,5,582,20,,/cloth-schemes/athena-saints/delphinus-saint.jpg,15,0,
605,,,,,athena-unknown-saints,4,582,11,11,/cloth-schemes/athena-saints/docrates-soldier.jpg,12,0,
606,576,576,302,,athena-saints-72,7,582,21,21,/cloth-schemes/athena-saints/sagittarius-aeras.png,7,0,
607,,,425,,athena-saints-33,5,582,,,/cloth-schemes/athena-saints/dorado-male-saint.jpg,29,29,
608,,,425,,athena-saints-33,5,582,,,/cloth-schemes/athena-saints/dorado-female-saint.jpg,29,29,
609,,,135,,athena-saints-36,5,582,6,6,/cloth-schemes/athena-saints/eridanus-saint-online.jpg,29,29,
610,,,151,,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/ghosts-master-saint.jpg,29,29,
611,,,157,,athena-saints-39,6,582,6,6,/cloth-schemes/athena-saints/grus-saint.jpg,29,29,
612,,,168,,athena-saints-41,6,582,,,/cloth-schemes/athena-saints/horologium-saint.jpg,29,29,
613,,,168,,athena-saints-41,6,582,,,/cloth-schemes/athena-saints/horologium-saint-woman.jpg,29,29,
614,,,82,,athena-saints-28,4,582,11,11,/cloth-schemes/athena-saints/corvus-black-saint.png,12,0,
615,287,287,186,,athena-saints-45,6,582,6,6,/cloth-schemes/athena-saints/lacerta-misty-online.jpg,29,29,
616,,,186,,athena-saints-45,6,582,,,/cloth-schemes/athena-saints/lacerta-saint-woman.jpg,29,29,
617,,,195,,athena-saints-48,5,582,6,6,/cloth-schemes/athena-saints/lepus-saint.jpg,15,29,
618,,,195,,athena-saints-48,5,582,6,6,/cloth-schemes/athena-saints/lepus-saint-online.jpg,29,29,
619,,,207,,athena-saints-52,6,582,,,/cloth-schemes/athena-saints/lyra-saint.jpg,29,29,
620,524,210,,,chronos-gods,9,524,,,/cloth-schemes/chronos-hours/chronos.png,18,0,
621,391,391,258,,athena-saints-61,6,582,6,6,/cloth-schemes/athena-saints/pavo-shiva-online.jpg,29,29,
622,365,365,295,,athena-former-saints-66,5,582,6,6,/cloth-schemes/athena-saints/rangifer-rudolph-online.jpg,29,29,
623,,,295,,athena-former-saints-66,5,582,,,/cloth-schemes/athena-saints/rangifer-saint-woman.jpg,29,29,
624,53,53,296,,athena-saints-70,6,582,6,6,/cloth-schemes/athena-saints/reticulum-balazo-online.jpg,29,29,
625,505,505,451,,eris-phantoms,9,308,6,6,/cloth-schemes/eris-dryads/harmony-harmonia.jpg,5,0,
626,,,307,,athena-saints-75,5,582,6,6,/cloth-schemes/athena-saints/scutum-juan-online.jpg,29,29,
627,,,314,,athena-saints-77,5,582,6,6,/cloth-schemes/athena-saints/sextante-saint.jpg,29,29,
628,558,558,434,v1,athena-unknown-saints,6,582,6,6,/cloth-schemes/athena-saints/tornado-ellan-1.jpg,29,0,1
629,,,344,,athena-saints-80,6,582,,,/cloth-schemes/athena-saints/triangulum-saint-woman.jpg,29,29,
630,421,421,231,v2,pallas-weapon-thirdclass-6,34,323,31,8,/cloth-schemes/pallas-pallasites/morgenstern-star-crusher-tarvos-2.png,16,0,
631,,,359,,athena-saints-87,5,582,20,35,/cloth-schemes/athena-saints/volans-saint.jpg,15,29,
632,34,34,359,,athena-saints-87,5,582,6,6,/cloth-schemes/athena-saints/volans-argo-online.jpg,29,29,
633,234,234,435,,poseidon-gods,9,494,5,5,/cloth-schemes/poseidon-mariners/triton-kouga.png,37,0,
634,116,116,435,,poseidon-gods,9,494,31,5,/cloth-schemes/poseidon-mariners/triton-eden.png,37,0,
635,173,173,435,,poseidon-gods,9,494,31,5,/cloth-schemes/poseidon-mariners/triton-haruto.png,37,0,
636,369,369,435,,poseidon-gods,9,494,31,5,/cloth-schemes/poseidon-mariners/triton-ryuho.png,37,0,
637,406,406,435,,poseidon-gods,9,494,31,5,/cloth-schemes/poseidon-mariners/triton-souma.png,37,0,
638,469,469,435,,poseidon-gods,9,494,31,5,/cloth-schemes/poseidon-mariners/triton-yuna.png,37,0,
639,5,5,449,,pallas-weapon-secondclass-2,33,323,31,8,/cloth-schemes/pallas-pallasites/gauntlet-phantom-arm-of-hyperion-aegir.png,16,0,
640,559,559,810,,hades-brother-gods,9,168,,,/cloth-schemes/hades-specters/moros.jpg,39,0,
641,379,379,261,,athena-saints-62,5,582,6,6,/cloth-schemes/athena-saints/pegasus-seiya-los.jpg,26,0,
642,379,379,261,v4,athena-saints-62,5,582,18,18,/cloth-schemes/athena-saints/pegasus-seiya-4-time-odyssey.jpg,38,38,
643,,,,,odin-asgard-soldiers,1,495,6,6,/cloth-schemes/odin-god-warriors/asgard-soldier.jpg,22,0,
644,306,306,436,,zeus-gods,9,306,6,6,/cloth-schemes/zeus-gods/zeus.jpg,19,0,
645,61,61,78,,apollo-abel-corona-saints,5,28,5,5,/cloth-schemes/athena-saints/coma-berenices-berengue.jpg,23,0,
646,47,47,75,,apollo-abel-corona-saints,5,28,5,5,/cloth-schemes/athena-saints/carina-atlas.jpg,23,0,
647,208,208,110,,apollo-abel-corona-saints,5,28,5,5,/cloth-schemes/athena-saints/lynx-jao.jpg,23,8,
648,524,531,304,v2,pallas-gods,9,323,5,5,/cloth-schemes/pallas-pallasites/saturn-subaru-v2.jpg,16,16,
649,315,315,248,fusion,hades-dream-gods,9,168,6,6,/cloth-schemes/hades-specters/dream-oneiros-fusion.jpg,6,0,
650,,,,,hades-terrestrial-star-102,14,168,14,14,/cloth-schemes/hades-specters/star-execute.jpg,19,0,
651,,,,,hades-terrestrial-star-77,14,168,6,6,/cloth-schemes/hades-specters/star-of-music.jpg,19,0,
652,,,,,hades-terrestrial-star-79,14,168,14,14,/cloth-schemes/hades-specters/star-speed.jpg,19,0,
653,,,,,hades-terrestrial-star-63,14,168,14,14,/cloth-schemes/hades-specters/star-crazy.jpg,19,0,
654,,,,,hades-terrestrial-star-93,14,168,6,6,/cloth-schemes/hades-specters/star-hidden.jpg,19,0,
655,,,,,hades-terrestrial-star-96,14,168,14,14,/cloth-schemes/hades-specters/star-slave.jpg,19,0,
656,,,,,hades-terrestrial-star-56,14,168,6,6,/cloth-schemes/hades-specters/star-spirit.jpg,19,0,
657,,,,,hades-terrestrial-star-67,14,168,6,6,/cloth-schemes/hades-specters/star-bright.jpg,19,0,
658,,,,,hades-terrestrial-star-69,14,168,6,6,/cloth-schemes/hades-specters/star-retreating.jpg,19,0,
659,,,,,hades-terrestrial-star-71,14,168,6,6,/cloth-schemes/hades-specters/star-succeed.jpg,19,0,
660,,,,,hades-terrestrial-star-75,14,168,6,6,/cloth-schemes/hades-specters/star-manage.jpg,19,0,
661,596,596,,,hades-terrestrial-star-87,14,168,6,6,/cloth-schemes/hades-specters/fabio.jpg,19,0,
662,,,,,hades-terrestrial-star-94,14,168,6,6,/cloth-schemes/hades-specters/star-level.jpg,19,0,
663,,,,,hades-terrestrial-star-45,14,168,6,6,/cloth-schemes/hades-specters/star-fierce.jpg,19,0,
664,,,,,hades-terrestrial-star-68,14,168,6,6,/cloth-schemes/hades-specters/star-forward.jpg,19,0,
665,,,,,hades-terrestrial-star-42,14,168,6,6,/cloth-schemes/hades-specters/star-majestic.jpg,19,0,
666,,,,,hades-terrestrial-star-100,14,168,6,6,/cloth-schemes/hades-specters/star-number.jpg,19,0,
667,192,192,172,,athena-saints-42,5,582,6,6,/cloth-schemes/athena-saints/hydra-ichi-omega.jpg,16,0,
668,55,55,191,,athena-saints-47,3,582,31,8,/cloth-schemes/athena-saints/leo-minor-ban-steel.png,16,0,
669,301,301,204,,athena-saints-50,3,582,31,8,/cloth-schemes/athena-saints/lupus-nachi-steel.png,16,0,
670,448,448,425,,athena-saints-33,3,582,5,5,/cloth-schemes/athena-saints/dorado-ushio-steel.jpg,12,12,
671,202,202,228,,athena-saints-55,3,582,31,8,/cloth-schemes/athena-saints/monoceros-jabu-steel.png,16,0,
672,386,386,249,,athena-saints-59,6,582,5,,/cloth-schemes/athena-saints/ophiuchus-shaina-omega.jpg,16,0,
673,392,392,347,,athena-saints-82,,582,6,6,/cloth-schemes/athena-saints/tucana-sho.jpg,0,0,
674,152,152,351,,athena-saints-83,3,582,31,8,/cloth-schemes/athena-saints/ursa-major-geki-steel.png,16,0,
675,266,266,20,,athena-saints-5,6,582,,,/cloth-schemes/athena-saints/aquila-marin-kotz.jpg,20,0,
676,,,,,hades-terrestrial-star-71,14,168,,,/cloth-schemes/hades-specters/star-succeed-next-dimension.jpg,4,0,
677,493,493,,,balor-gods,,492,,,/cloth-schemes/balor-fairies/lugh.jpg,7,0,
678,238,238,136,,eris-gods,9,308,4,4,/cloth-schemes/eris-dryads/eris-kyoko.jpg,5,5,
679,308,308,136,,eris-gods,9,308,6,10,/cloth-schemes/eris-dryads/eris.jpg,21,5,
680,139,139,,,odin-blue-warriors,,495,6,6,/cloth-schemes/odin-blue-warriors/alexei.jpg,1,0,1
681,307,307,249,,athena-saints-59,7,582,,,/cloth-schemes/athena-saints/ophiuchus-asclepius.png,4,0,
682,76,76,261,,athena-saints-62,4,582,5,6,/cloth-schemes/athena-saints/black-saint-cassios.jpg,30,0,
683,420,420,,,typhon-unknown,38,444,,,/cloth-schemes/typhon-gigas/tityus.png,10,0,
684,543,543,461,,pontos-cyclops,,342,,,/cloth-schemes/pontos-primordial/arges-red-god.png,36,0,
685,207,207,427,,athena-unknown-saints,4,582,6,6,/cloth-schemes/athena-saints/super-black-vander-graad.jpg,30,0,
686,574,574,64,,athena-saints-19,6,582,6,1,/cloth-schemes/athena-saints/centaurus-yugo.jpg,6,1,
687,575,575,64,,athena-saints-19,6,582,6,1,/cloth-schemes/athena-saints/centaurus-photia.jpg,6,1,
688,583,583,,,balor-soldiers,1,492,6,6,/cloth-schemes/balor-fairies/failinis.jpg,7,0,
689,355,355,9,v2,hades-celestial-star-7,13,168,3,3,/cloth-schemes/hades-specters/wyvern-rhadamanthys-2.jpg,6,6,
690,374,74,6,,athena-gods,9,582,,,/cloth-schemes/athena-saints/athena-karina.jpg,44,0,
691,97,204,55,,bellatrix-guardians,7,36,,,/cloth-schemes/bellatrix-guardians/cancer-claw.jpg,44,0,
692,36,36,,,bellatrix-gods,9,36,,,,44,0,
693,106,106,197,,athena-saints-49,7,582,5,,/cloth-schemes/athena-saints/libra-dohko-los.jpg,26,0,
694,395,395,8,,athena-saints-1,5,582,6,6,/cloth-schemes/athena-saints/andromeda-shun-los.jpg,26,0,
695,581,581,166,,athena-former-saints-40,5,582,6,6,/cloth-schemes/athena-saints/noctua-olivia-tokumaru.jpg,5,0,
696,390,390,111,,athena-saints-34,5,582,6,6,/cloth-schemes/athena-saints/draco-shiryu-los.jpg,26,0,
697,376,376,,,artemis-satellites,1,38,6,6,/cloth-schemes/artemis-satellites/lythos.jpg,5,0,
698,584,584,24,,athena-saints-6,6,582,6,,/cloth-schemes/athena-saints/ara-klaus.jpg,5,0,
699,454,454,,,arthur-gladiators-low,,488,,,/cloth-schemes/arthur-gladiators/viviane.jpg,10,0,
700,370,370,148,,athena-saints-38,7,582,6,6,/cloth-schemes/athena-saints/gemini-saga-los.jpg,26,0,
701,603,603,,,hades-pluton-faceless,,168,,,/cloth-schemes/hades-faceless/fear-demon.png,10,0,
702,604,604,,,hades-pluton-faceless,,168,,,/cloth-schemes/hades-faceless/fire-demon.png,10,0,
703,,,,,arthur-gladiators-low,25,488,7,7,/cloth-schemes/arthur-gladiators/unknown-gladiator.jpg,10,0,
704,,,,,arthur-gladiators-low,25,488,7,7,/cloth-schemes/arthur-gladiators/unknown-gladiator-2.jpg,10,0,
705,605,605,,,hades-pluton-faceless,,168,,,/cloth-schemes/hades-faceless/thunder-clouds.png,10,0,
706,,,,,hades-pluton-faceless,,168,,,/cloth-schemes/hades-faceless/unnamed-faceless.png,10,0,
707,,,,,arthur-gladiators-low,25,488,7,7,/cloth-schemes/arthur-gladiators/unknown-gladiator-3.jpg,10,0,
708,168,321,,,hades-pluton-facelessgods,9,168,,,,10,0,
709,607,607,,,hades-terrestrial-star-67,13,168,6,6,/cloth-schemes/hades-specters/stone.jpg,29,0,
710,,,,,hades-celestial-star-33,,168,6,6,/cloth-schemes/hades-specters/star-matter.jpg,29,0,
711,612,612,84,,athena-unknown-saints,,582,5,5,/cloth-schemes/athena-saints/flame-saint.jpg,12,0,
712,379,379,261,v2,athena-saints-62,5,582,7,,/cloth-schemes/athena-saints/pegasus-seiya-kotz-2.jpg,20,0,
713,193,384,278,,athena-saints-64,5,582,7,,/cloth-schemes/athena-saints/phoenix-nero-kotz.jpg,20,0,
